,Week,4046,4225,4770,Total Bagged,Total Volume,Price,  Sml Bagged,  Lrg Bagged,  XLrg Bagged
0,"Jan 11, 2004","4,265,761","4,243,384","52,653","270,145","8,831,943",1.14,,,
1,"Jan 18, 2004","4,329,963","4,628,360","55,893","323,018","9,337,234",1.13,,,
2,"Jan 25, 2004","4,692,960","4,743,630","86,055","309,007","9,831,652",1.09,,,
3,"Feb 1, 2004","8,352,293","8,588,426","216,352","369,575","17,526,646",0.88,,,
4,"Feb 8, 2004","5,056,271","5,413,608","99,135","407,924","10,976,938",1.01,,,
5,"Feb 15, 2004","4,600,737","4,534,108","106,008","295,071","9,535,924",1.09,,,
6,"Feb 22, 2004","4,933,657","4,898,833","89,992","325,594","10,248,076",1.06,,,
7,"Feb 29, 2004","4,672,635","5,890,553","89,060","346,611","10,998,859",1.02,,,
8,"Mar 7, 2004","4,368,266","4,986,470","98,834","417,609","9,871,179",1.09,,,
9,"Mar 14, 2004","4,134,591","6,235,106","167,181","505,942","11,042,820",1.06,,,
10,"Mar 21, 2004","4,883,434","5,251,778","97,152","388,772","10,621,136",1.08,,,
11,"Mar 28, 2004","5,185,475","5,384,377","102,849","691,843","11,364,544",1.06,,,
12,"Apr 4, 2004","4,475,869","6,254,093","171,048","582,846","11,483,856",1.09,,,
13,"Apr 11, 2004","4,236,278","5,734,935","114,888","572,456","10,658,557",1.18,,,
14,"Apr 18, 2004","5,151,189","6,489,452","117,929","525,282","12,283,852",1.05,,,
15,"Apr 25, 2004","4,524,589","6,088,070","111,907","526,312","11,250,878",1.07,,,
16,"May 2, 2004","7,313,035","7,926,863","128,518","521,576","15,889,992",0.95,,,
17,"May 9, 2004","7,501,765","7,648,107","195,053","666,599","16,011,524",0.92,,,
18,"May 16, 2004","5,095,263","5,332,273","111,427","483,216","11,022,179",1.08,,,
19,"May 23, 2004","6,408,517","5,575,190","83,601","382,953","12,450,261",1.03,,,
20,"May 30, 2004","6,300,484","6,671,190","84,853","456,058","13,512,585",1.06,,,
21,"Jun 6, 2004","7,658,855","5,734,427","112,707","619,071","14,125,060",1.00,,,
22,"Jun 13, 2004","6,685,310","5,816,591","121,135","567,981","13,191,017",1.01,,,
23,"Jun 20, 2004","5,949,933","5,496,684","121,851","556,576","12,125,044",1.07,,,
24,"Jun 27, 2004","5,291,699","4,702,015","123,538","736,154","10,853,406",1.13,,,
25,"Jul 4, 2004","7,104,269","6,073,763","178,604","703,738","14,060,374",1.10,,,
26,"Jul 11, 2004","6,457,828","5,890,827","160,465","689,824","13,198,944",1.07,,,
27,"Jul 18, 2004","5,332,374","5,705,084","158,181","625,930","11,821,569",1.10,,,
28,"Jul 25, 2004","5,364,853","5,754,894","185,445","661,556","11,966,748",1.11,,,
29,"Aug 1, 2004","4,960,036","5,910,668","200,824","591,393","11,662,921",1.10,,,
30,"Aug 8, 2004","4,966,763","6,988,064","149,813","712,724","12,817,364",1.06,,,
31,"Aug 15, 2004","5,499,818","6,211,725","144,583","965,684","12,821,810",1.01,,,
32,"Aug 22, 2004","5,760,240","6,693,532","139,173","688,211","13,281,156",1.00,,,
33,"Aug 29, 2004","5,747,766","8,179,022","132,054","696,435","14,755,277",0.90,,,
34,"Sep 5, 2004","7,749,929","8,601,603","125,325","637,084","17,113,941",0.85,,,
35,"Sep 12, 2004","7,154,833","8,031,743","129,982","581,385","15,897,943",0.89,,,
36,"Sep 19, 2004","6,369,993","7,107,312","218,502","555,953","14,251,760",0.89,,,
37,"Sep 26, 2004","5,047,961","6,772,534","134,868","523,766","12,479,129",0.94,,,
38,"Oct 3, 2004","6,556,451","5,524,694","145,272","546,508","12,772,925",0.93,,,
39,"Oct 10, 2004","5,565,108","5,976,550","115,528","568,370","12,225,556",0.97,,,
40,"Oct 17, 2004","6,016,626","6,807,744","109,748","569,238","13,503,356",0.90,,,
41,"Oct 24, 2004","7,060,319","7,260,137","93,053","498,560","14,912,069",0.78,,,
42,"Oct 31, 2004","7,213,421","6,200,374","98,887","1,287,956","14,800,638",0.76,,,
43,"Nov 7, 2004","5,375,610","6,734,857","100,788","709,296","12,920,551",0.84,,,
44,"Nov 14, 2004","6,689,455","7,270,834","76,210","717,197","14,753,696",0.76,,,
45,"Nov 21, 2004","5,976,836","5,448,663","100,180","601,216","12,126,895",0.83,,,
46,"Nov 28, 2004","5,287,526","4,924,926","106,933","648,534","10,967,919",0.87,,,
47,"Dec 5, 2004","7,236,252","6,158,614","185,546","564,956","14,145,368",0.76,,,
48,"Dec 12, 2004","6,322,455","5,260,000","70,433","497,504","12,150,392",0.82,,,
49,"Dec 19, 2004","4,631,122","4,612,405","94,530","511,705","9,849,762",0.95,,,
50,"Dec 26, 2004","5,224,889","5,684,626","142,558","628,128","11,680,201",0.94,,,
51,"Jan 2, 2005","9,320,080","10,837,655","253,478","1,440,732","21,851,945",0.69,,,
52,"Jan 9, 2005","5,740,542","6,666,491","170,412","1,251,157","13,828,602",0.85,,,
53,"Jan 16, 2005","5,436,393","5,859,017","187,943","910,306","12,393,659",0.97,,,
54,"Jan 23, 2005","5,433,218","6,879,581","136,409","617,413","13,066,621",0.96,,,
55,"Jan 30, 2005","5,137,289","6,548,864","184,812","754,057","12,625,022",0.96,,,
56,"Feb 6, 2005","10,143,161","10,685,966","469,158","1,349,202","22,647,487",0.76,,,
57,"Feb 13, 2005","7,689,363","6,366,867","275,582","887,147","15,218,959",0.81,,,
58,"Feb 20, 2005","8,060,022","6,086,757","107,330","789,713","15,043,822",0.81,,,
59,"Feb 27, 2005","7,019,319","6,988,345","260,652","763,764","15,032,080",0.85,,,
60,"Mar 6, 2005","6,590,802","6,867,589","146,132","767,751","14,372,274",0.87,,,
61,"Mar 13, 2005","5,736,195","6,265,151","202,033","993,204","13,196,583",0.90,,,
62,"Mar 20, 2005","5,079,985","6,172,021","244,821","846,146","12,342,973",0.97,,,
63,"Mar 27, 2005","5,201,793","6,267,339","152,973","1,243,310","12,865,415",0.99,,,
64,"Apr 3, 2005","4,624,499","7,122,882","160,061","900,402","12,807,844",1.01,,,
65,"Apr 10, 2005","5,049,616","7,963,370","169,270","1,359,039","14,541,295",0.96,,,
66,"Apr 17, 2005","4,970,761","7,970,539","354,764","1,254,228","14,550,292",0.97,,,
67,"Apr 24, 2005","5,566,801","7,290,962","223,546","911,789","13,993,098",0.97,,,
68,"May 1, 2005","7,548,749","9,025,025","206,357","837,158","17,617,289",0.91,,,
69,"May 8, 2005","7,202,808","10,030,634","514,767","627,050","18,375,259",0.91,,,
70,"May 15, 2005","6,097,407","8,302,261","236,000","558,872","15,194,540",0.96,,,
71,"May 22, 2005","6,809,615","8,381,100","241,030","621,597","16,053,342",0.95,,,
72,"May 29, 2005","5,938,601","8,641,201","407,675","675,711","15,663,188",1.01,,,
73,"Jun 5, 2005","5,971,865","7,498,279","300,223","499,218","14,269,585",1.02,,,
74,"Jun 12, 2005","5,818,876","7,769,449","252,737","762,713","14,603,775",1.01,,,
75,"Jun 19, 2005","5,837,300","8,962,224","375,005","913,257","16,087,786",0.98,,,
76,"Jun 26, 2005","6,113,359","8,375,926","265,507","913,835","15,668,627",0.98,,,
77,"Jul 3, 2005","6,352,803","7,838,611","320,020","1,253,772","15,765,206",1.04,,,
78,"Jul 10, 2005","6,242,546","6,693,078","250,510","829,854","14,015,988",1.12,,,
79,"Jul 17, 2005","5,389,290","5,907,730","252,096","718,027","12,267,143",1.13,,,
80,"Jul 24, 2005","4,450,884","6,243,177","243,440","758,290","11,695,791",1.21,,,
81,"Jul 31, 2005","4,426,712","5,611,675","234,719","768,742","11,041,848",1.24,,,
82,"Aug 7, 2005","4,748,370","5,801,116","232,409","734,615","11,516,510",1.23,,,
83,"Aug 14, 2005","4,189,503","5,573,210","205,019","693,849","10,661,581",1.27,,,
84,"Aug 21, 2005","4,154,714","5,336,191","281,441","779,845","10,552,191",1.25,,,
85,"Aug 28, 2005","4,724,662","5,755,371","206,801","822,498","11,509,332",1.19,,,
86,"Sep 4, 2005","4,447,192","8,504,868","247,265","860,121","14,059,446",1.12,,,
87,"Sep 11, 2005","4,604,100","7,948,733","205,941","862,725","13,621,499",1.08,,,
88,"Sep 18, 2005","4,554,213","7,611,896","188,918","786,974","13,142,001",1.03,,,
89,"Sep 25, 2005","4,637,558","7,803,239","177,426","762,842","13,381,065",1.00,,,
90,"Oct 2, 2005","5,936,930","7,394,631","154,002","785,916","14,271,479",0.94,,,
91,"Oct 9, 2005","5,498,379","7,596,556","139,904","804,718","14,039,557",0.96,,,
92,"Oct 16, 2005","5,316,658","7,122,965","134,260","762,054","13,335,937",0.95,,,
93,"Oct 23, 2005","5,071,465","6,545,906","159,863","790,669","12,567,903",0.99,,,
94,"Oct 30, 2005","4,468,757","7,412,118","129,986","801,043","12,811,904",0.99,,,
95,"Nov 6, 2005","4,964,873","7,524,093","205,201","677,720","13,371,887",0.96,,,
96,"Nov 13, 2005","4,361,547","7,096,294","167,155","862,020","12,487,016",1.01,,,
97,"Nov 20, 2005","4,930,327","6,254,546","148,209","952,996","12,286,078",0.94,,,
98,"Nov 27, 2005","4,485,349","5,863,688","133,231","1,099,571","11,581,839",0.96,,,
99,"Dec 4, 2005","5,052,656","6,954,922","206,264","837,684","13,051,526",0.91,,,
100,"Dec 11, 2005","5,146,588","6,123,140","200,588","720,100","12,190,416",0.94,,,
101,"Dec 18, 2005","4,744,313","5,374,137","205,796","770,427","11,094,673",0.96,,,
102,"Dec 25, 2005","5,210,663","6,293,837","285,621","946,112","12,736,233",1.04,,,
103,"Jan 8, 2006","4,344,095","8,344,009","658,602","2,199,433","15,546,139",0.83,,,
104,"Jan 15, 2006","3,459,486","8,194,353","927,861","2,697,507","15,279,207",0.91,,,
105,"Jan 22, 2006","3,654,890","9,241,961","798,538","2,403,056","16,098,445",0.87,,,
106,"Jan 29, 2006","4,128,226","8,893,816","413,223","2,037,561","15,472,826",0.88,,,
107,"Feb 5, 2006","8,589,529","15,381,508","1,022,360","2,013,806","27,007,203",0.72,,,
108,"Feb 12, 2006","4,953,237","8,765,655","371,159","2,101,238","16,191,289",0.82,,,
109,"Feb 19, 2006","4,267,264","7,239,660","435,660","1,845,448","13,788,032",0.91,,,
110,"Feb 26, 2006","4,430,578","10,079,594","777,027","1,908,526","17,195,725",0.84,,,
111,"Mar 5, 2006","5,026,703","8,810,128","457,313","2,145,022","16,439,166",0.85,,,
112,"Mar 12, 2006","5,627,961","8,946,095","525,119","2,713,346","17,812,521",0.79,,,
113,"Mar 19, 2006","4,629,457","8,488,652","1,106,881","1,970,533","16,195,523",0.86,,,
114,"Mar 26, 2006","3,977,863","10,436,511","551,792","2,569,826","17,535,992",0.87,,,
115,"Apr 2, 2006","4,717,725","9,207,036","1,045,873","2,607,796","17,578,430",0.84,,,
116,"Apr 9, 2006","4,635,426","10,265,994","515,375","2,472,419","17,889,214",0.85,,,
117,"Apr 16, 2006","4,193,158","10,110,475","849,557","2,166,759","17,319,949",0.93,,,
118,"Apr 23, 2006","3,797,845","9,847,909","695,531","1,812,423","16,153,708",0.91,,,
119,"Apr 30, 2006","4,442,769","12,002,028","1,377,238","1,894,835","19,716,870",0.85,,,
120,"May 7, 2006","6,677,856","15,831,060","1,234,437","1,951,623","25,694,976",0.78,,,
121,"May 14, 2006","5,047,697","9,780,094","539,513","1,869,010","17,236,314",0.91,,,
122,"May 21, 2006","4,878,079","9,039,242","475,687","1,706,337","16,099,345",0.95,,,
123,"May 28, 2006","5,530,977","11,184,167","584,143","2,145,814","19,445,101",0.88,,,
124,"Jun 4, 2006","5,318,914","10,763,632","565,844","2,792,109","19,440,499",0.88,,,
125,"Jun 11, 2006","5,037,940","10,607,212","645,250","2,336,500","18,626,902",0.88,,,
126,"Jun 18, 2006","5,475,677","10,534,965","589,527","2,484,746","19,084,915",0.87,,,
127,"Jun 25, 2006","5,447,766","10,514,567","1,434,278","2,670,949","20,067,560",0.86,,,
128,"Jul 2, 2006","4,477,452","10,998,170","1,022,286","2,654,312","19,152,220",0.93,,,
129,"Jul 9, 2006","7,702,481","10,860,592","1,222,059","2,233,814","22,018,946",0.82,,,
130,"Jul 16, 2006","6,362,504","9,566,690","1,030,617","2,351,036","19,310,847",0.85,,,
131,"Jul 23, 2006","7,447,145","10,201,226","1,078,401","2,279,148","21,005,920",0.80,,,
132,"Jul 30, 2006","6,497,417","10,209,870","933,628","1,916,492","19,557,407",0.85,,,
133,"Aug 6, 2006","6,756,856","11,566,365","1,026,924","1,908,526","21,258,671",0.81,,,
134,"Aug 13, 2006","7,102,840","9,411,153","1,570,598","1,787,211","19,871,802",0.84,,,
135,"Aug 20, 2006","6,601,853","9,231,905","1,270,273","1,833,680","18,937,711",0.84,,,
136,"Aug 27, 2006","6,683,760","9,270,599","966,181","1,813,074","18,733,614",0.84,,,
137,"Sep 3, 2006","6,769,853","9,586,912","1,074,503","1,700,624","19,131,892",0.87,,,
138,"Sep 10, 2006","6,537,423","8,420,039","1,287,101","1,797,397","18,041,960",0.86,,,
139,"Sep 17, 2006","6,680,809","8,275,347","1,042,943","1,528,193","17,527,292",0.83,,,
140,"Sep 24, 2006","6,494,419","7,871,143","776,406","1,503,733","16,645,701",0.86,,,
141,"Oct 1, 2006","6,876,302","8,467,235","1,007,457","1,439,232","17,790,226",0.83,,,
142,"Oct 8, 2006","7,688,191","8,779,824","706,713","1,474,239","18,648,967",0.78,,,
143,"Oct 15, 2006","5,619,018","9,189,738","811,923","1,482,657","17,103,336",0.81,,,
144,"Oct 22, 2006","5,442,287","8,468,807","779,084","1,627,966","16,318,144",0.83,,,
145,"Oct 29, 2006","5,517,790","9,516,357","982,355","1,510,687","17,527,189",0.82,,,
146,"Nov 5, 2006","5,245,532","9,792,305","644,226","1,318,455","17,000,518",0.80,,,
147,"Nov 12, 2006","6,064,902","8,442,435","586,913","1,436,015","16,530,265",0.80,,,
148,"Nov 19, 2006","4,946,529","8,397,466","509,470","1,364,130","15,217,595",0.82,,,
149,"Nov 26, 2006","3,355,435","7,634,783","450,107","1,304,628","12,744,953",0.94,,,
150,"Dec 3, 2006","3,933,893","9,679,806","424,452","1,246,562","15,284,713",0.86,,,
151,"Dec 10, 2006","4,085,658","8,428,576","397,496","1,233,625","14,145,355",0.90,,,
152,"Dec 17, 2006","3,581,326","10,203,100","400,483","1,249,268","15,434,177",0.83,,,
153,"Dec 24, 2006","4,383,952","9,929,105","557,386","2,076,906","16,947,349",0.87,,,
154,"Dec 31, 2006","5,417,301","13,263,311","553,378","1,335,424","20,569,414",0.78,,,
155,"Jan 7, 2007","4,018,802","12,202,442","442,363","1,551,915","18,215,522",0.84,,,
156,"Jan 14, 2007","5,409,881","10,201,388","269,718","1,987,612","17,868,599",0.89,,,
157,"Jan 21, 2007","4,864,644","9,323,413","297,957","2,258,241","16,744,255",0.89,,,
158,"Jan 28, 2007","5,332,108","9,025,316","299,267","1,617,307","16,273,998",0.91,,,
159,"Feb 4, 2007","7,839,808","16,547,626","496,450","1,687,613","26,571,497",0.84,,,
160,"Feb 11, 2007","5,807,408","10,734,493","271,772","1,585,483","18,399,156",0.89,,,
161,"Feb 18, 2007","4,965,365","9,395,180","312,464","1,567,369","16,240,378",0.93,,,
162,"Feb 25, 2007","5,899,298","9,245,902","400,236","1,545,209","17,090,645",0.90,,,
163,"Mar 4, 2007","5,332,786","11,032,217","332,526","1,575,798","18,273,327",0.91,,,
164,"Mar 11, 2007","6,096,351","11,173,519","431,720","1,609,245","19,310,835",0.86,,,
165,"Mar 18, 2007","4,965,326","12,228,712","257,691","1,516,797","18,968,526",0.89,,,
166,"Mar 25, 2007","4,866,150","9,660,885","328,403","1,777,689","16,633,127",0.95,,,
167,"Apr 1, 2007","5,139,117","9,709,228","335,186","1,645,486","16,829,017",0.99,,,
168,"Apr 8, 2007","5,403,591","9,648,717","240,213","1,747,303","17,039,824",1.03,,,
169,"Apr 15, 2007","5,572,019","8,355,503","383,541","1,563,945","15,875,008",1.01,,,
170,"Apr 22, 2007","5,303,369","8,509,753","431,541","1,778,088","16,022,751",1.06,,,
171,"Apr 29, 2007","5,632,444","8,796,910","464,430","1,626,060","16,519,844",1.07,,,
172,"May 6, 2007","8,056,078","14,093,084","425,864","1,725,091","24,300,117",0.97,,,
173,"May 13, 2007","6,194,968","9,273,739","402,711","1,704,493","17,575,911",1.05,,,
174,"May 20, 2007","5,819,874","8,806,192","424,383","1,748,161","16,798,610",1.09,,,
175,"May 27, 2007","5,506,536","9,773,277","358,563","1,908,974","17,547,350",1.13,,,
176,"Jun 3, 2007","5,501,561","8,510,735","379,571","1,948,136","16,340,003",1.11,,,
177,"Jun 10, 2007","5,475,262","8,232,947","440,345","1,914,508","16,063,062",1.11,,,
178,"Jun 17, 2007","5,774,579","8,905,131","458,818","1,915,105","17,053,633",1.10,,,
179,"Jun 24, 2007","7,556,876","8,821,028","452,274","1,733,981","18,564,159",1.01,,,
180,"Jul 1, 2007","6,196,890","9,733,961","463,851","1,992,971","18,387,673",1.07,,,
181,"Jul 8, 2007","6,358,624","10,010,595","542,538","2,059,285","18,971,042",1.13,,,
182,"Jul 15, 2007","5,312,752","9,502,212","379,877","1,890,286","17,085,127",1.12,,,
183,"Jul 22, 2007","5,116,826","7,876,526","361,274","1,873,801","15,228,427",1.17,,,
184,"Jul 29, 2007","4,935,526","8,172,509","439,331","1,785,280","15,332,646",1.17,,,
185,"Aug 5, 2007","5,327,741","7,555,812","474,664","1,935,538","15,293,755",1.16,,,
186,"Aug 12, 2007","5,287,200","7,849,297","617,579","1,843,025","15,597,101",1.16,,,
187,"Aug 19, 2007","4,443,787","7,628,503","446,402","1,977,661","14,496,353",1.21,,,
188,"Aug 26, 2007","4,360,925","7,893,339","278,066","2,005,991","14,538,321",1.19,,,
189,"Sep 2, 2007","4,888,916","7,368,955","423,612","2,262,890","14,944,373",1.19,,,
190,"Sep 9, 2007","3,919,667","7,260,156","447,504","2,080,700","13,708,027",1.25,,,
191,"Sep 16, 2007","3,974,459","7,169,795","464,359","1,899,640","13,508,253",1.21,,,
192,"Sep 23, 2007","4,693,295","7,718,029","434,760","1,764,974","14,611,058",1.11,,,
193,"Sep 30, 2007","4,610,802","7,972,464","390,471","1,556,754","14,530,491",1.09,,,
194,"Oct 7, 2007","5,655,488","8,433,886","436,051","1,743,968","16,269,393",1.01,,,
195,"Oct 14, 2007","4,672,588","7,393,196","356,235","1,498,708","13,920,727",1.06,,,
196,"Oct 21, 2007","5,059,115","8,118,751","326,586","1,756,406","15,260,858",1.01,,,
197,"Oct 28, 2007","4,780,210","8,579,593","216,090","1,463,311","15,039,204",1.01,,,
198,"Nov 4, 2007","4,486,315","8,821,420","231,863","1,362,044","14,901,642",1.02,,,
199,"Nov 11, 2007","4,890,696","7,011,882","317,833","1,373,051","13,593,462",1.06,,,
200,"Nov 18, 2007","4,187,439","6,546,702","325,367","1,364,935","12,424,443",1.12,,,
201,"Nov 25, 2007","3,537,010","6,166,715","179,536","1,424,674","11,307,935",1.18,,,
202,"Dec 2, 2007","4,258,270","6,938,143","205,074","1,547,634","12,949,121",1.07,,,
203,"Dec 9, 2007","4,319,603","7,157,439","291,672","1,331,731","13,100,445",1.08,,,
204,"Dec 16, 2007","4,104,877","6,809,521","323,424","1,386,235","12,624,057",1.11,,,
205,"Dec 23, 2007","4,329,120","7,240,617","441,139","1,484,830","13,495,706",1.13,,,
206,"Dec 30, 2007","5,595,952","10,555,186","395,300","1,359,407","17,905,845",1.02,,,
207,"Jan 13, 2008","4,543,425","8,630,487","340,374","1,725,242","15,239,528",1.14,,,
208,"Jan 20, 2008","4,501,478","8,483,182","434,182","1,689,513","15,108,355",1.12,,,
209,"Jan 27, 2008","4,399,062","7,666,419","394,595","1,526,530","13,986,606",1.14,,,
210,"Feb 3, 2008","8,432,446","13,975,981","576,011","1,567,877","24,552,315",0.99,,,
211,"Feb 10, 2008","5,809,921","8,139,160","511,895","1,532,871","15,993,847",1.07,,,
212,"Feb 17, 2008","5,238,145","6,644,649","515,927","1,621,406","14,020,127",1.13,,,
213,"Feb 24, 2008","5,439,829","7,607,614","539,081","1,656,976","15,243,500",1.11,,,
214,"Mar 2, 2008","5,479,602","8,775,453","622,954","1,542,040","16,420,049",1.08,,,
215,"Mar 9, 2008","4,726,442","8,120,350","504,572","1,523,567","14,874,931",1.18,,,
216,"Mar 16, 2008","5,567,945","7,465,519","453,177","1,594,328","15,080,969",1.15,,,
217,"Mar 23, 2008","6,506,403","6,971,138","631,731","1,713,617","15,822,889",1.14,,,
218,"Mar 30, 2008","5,553,332","8,409,561","675,086","1,577,343","16,215,322",1.11,,,
219,"Apr 6, 2008","5,307,751","8,156,925","466,869","1,861,477","15,793,022",1.12,,,
220,"Apr 13, 2008","5,795,030","8,162,392","629,525","2,004,047","16,590,994",1.14,,,
221,"Apr 20, 2008","5,595,585","6,904,647","670,374","2,008,558","15,179,164",1.21,,,
222,"Apr 27, 2008","4,934,673","7,631,351","579,007","2,240,544","15,385,575",1.22,,,
223,"May 4, 2008","8,971,278","13,663,883","460,067","1,903,969","24,999,197",0.98,,,
224,"May 11, 2008","6,644,686","10,105,334","558,196","2,009,584","19,317,800",1.09,,,
225,"May 18, 2008","6,516,924","8,274,549","663,198","2,191,915","17,646,586",1.14,,,
226,"May 25, 2008","6,328,907","8,761,950","622,017","2,194,420","17,907,294",1.20,,,
227,"Jun 1, 2008","6,248,343","8,228,928","433,317","2,394,950","17,305,538",1.18,,,
228,"Jun 8, 2008","6,737,073","6,956,131","627,189","2,395,869","16,716,262",1.20,,,
229,"Jun 15, 2008","6,542,338","7,465,551","831,008","2,413,123","17,252,020",1.21,,,
230,"Jun 22, 2008","7,882,082","7,219,209","730,765","2,354,019","18,186,075",1.14,,,
231,"Jun 29, 2008","6,344,305","7,059,325","645,677","2,089,070","16,138,377",1.23,,,
232,"Jul 6, 2008","6,484,527","9,597,905","808,593","2,558,896","19,449,921",1.26,,,
233,"Jul 13, 2008","6,223,124","7,161,420","694,048","2,237,458","16,316,050",1.24,,,
234,"Jul 20, 2008","5,860,301","7,166,217","730,055","2,075,883","15,832,456",1.27,,,
235,"Jul 27, 2008","5,304,990","6,701,795","799,789","2,182,405","14,988,979",1.30,,,
236,"Aug 3, 2008","5,437,723","6,662,683","775,414","2,204,857","15,080,677",1.30,,,
237,"Aug 10, 2008","5,856,850","7,238,413","654,257","2,185,661","15,935,181",1.28,,,
238,"Aug 17, 2008","5,372,891","8,323,839","395,470","2,196,173","16,288,373",1.25,,,
239,"Aug 24, 2008","5,730,299","6,849,214","414,413","2,217,436","15,211,362",1.25,,,
240,"Aug 31, 2008","5,028,008","7,130,213","532,221","2,291,736","14,982,178",1.32,,,
241,"Sep 7, 2008","4,878,866","7,330,500","512,923","2,274,162","14,996,451",1.30,,,
242,"Sep 14, 2008","4,861,191","6,729,039","444,525","2,083,984","14,118,739",1.28,,,
243,"Sep 21, 2008","5,104,618","6,664,666","494,354","1,943,289","14,206,927",1.26,,,
244,"Sep 28, 2008","5,589,854","6,242,857","453,646","1,939,659","14,226,016",1.20,,,
245,"Oct 5, 2008","5,502,002","6,513,520","495,667","1,896,700","14,407,889",1.18,,,
246,"Oct 12, 2008","5,458,360","6,708,740","412,641","1,746,601","14,326,342",1.17,,,
247,"Oct 19, 2008","5,598,835","9,110,455","391,481","1,600,811","16,701,582",1.12,,,
248,"Oct 26, 2008","4,751,637","7,516,147","397,850","1,490,751","14,156,385",1.14,,,
249,"Nov 2, 2008","5,231,991","7,996,613","456,743","1,431,385","15,116,732",1.12,,,
250,"Nov 9, 2008","6,537,309","7,968,560","419,699","1,780,911","16,706,479",0.99,,,
251,"Nov 16, 2008","6,146,470","7,038,243","445,601","1,736,696","15,367,010",1.06,,,
252,"Nov 23, 2008","4,662,411","6,559,477","317,624","1,831,801","13,371,313",1.13,,,
253,"Nov 30, 2008","4,056,036","5,874,327","235,203","1,579,479","11,745,045",1.20,,,
254,"Dec 7, 2008","5,670,437","7,962,006","258,700","1,396,490","15,287,633",1.02,,,
255,"Dec 14, 2008","5,028,002","7,362,639","306,018","1,558,649","14,255,308",1.04,,,
256,"Dec 21, 2008","4,935,545","6,945,272","681,333","1,573,207","14,135,357",1.11,,,
257,"Dec 28, 2008","5,782,695","7,914,843","505,303","1,540,852","15,743,693",1.10,,,
258,"Jan 4, 2009","6,441,866","13,033,354","501,055","1,619,001","21,595,276",1.03,,,
